text1,text2,text3,text4,class
angelfire,com,ms,puppysdoghouse,7
angelfire,com,de,clrarinetine,10
http,www,poets,org,7
www,dbi,tech,com,3
org,tree,group,hyperotreti,11
rarediseases,org,search,rdbdetail,5
algonet,se,claesg,gimpplugs,3
www,justadventure,com,reviews,4
http,www,genwarecs,com,3
http,www,illinois,wine,9
contest,thinkquest,jp,tqj,7
free,porn,pics,com,0
http,www,letstalkauction,com,2
npwrc,usgs,gov,resource,11
http,www,x,models,0
org,lieder,d,desprez,1
http,www,geocities,com,5
ccel,schaff,npnf,xvii,13
uk,sport,hi,football,14
http,www,tommyauctions,com,2
com,ret,amanita,species,11
www,economist,com,research,8
www,ukartsncrafts,co,uk,12
http,www,botany,hawaii,11
http,www,rgu,ac,10
yahoo,com,group,lotrslashrpg,0
kgh,on,ca,armap,10
www,mediartis,fr,birdwell,10
about,com,od,loveanddating,7
http,atlas,lsu,edu,11
http,theacc,com,sports,14
piaget,org,ge,ge,11
http,www,rockdaleanimalhospital,com,5
hardcore,xxx,com,teen,0
howstuffworks,com,question,htm,6
http,www,barkingdogcreative,com,3
com,delphinium,index,html,6
http,www,kenyabirds,org,11
http,www,saferidenews,com,6
http,www,stmh,org,5
www,cwa,union,org,8
www,civeng,carleton,ca,11
http,www,globalresins,co,2
net,panther,dguern,htm,11
vvandeme,free,fr,deadlands,4
newcrop,afcm,flax,html,11
http,www,rpgdreamers,com,4
la,charabiole,free,fr,7
http,www,aintmisbehavin,com,5
http,www,pbs,org,7
http,www,misterart,com,3
www,recipesource,com,soups,6
www,eecs,umich,edu,11
mann,org,xboard,html,4
http,www,ftmi,org,13
www,international,unimib,it,10
http,www,terryrymer,com,14
http,www,fiwihex,nl,2
zen,zen,co,uk,4
geocities,com,tokyo,temple,1
www,geocities,com,thewallshow,1
http,www,clearwings,org,9
http,hairy,bush,pussy,0
http,www,explorespace,com,11
identification,co,uk,skye,11
http,www,non,dualitybooks,13
www,uwyo,edu,soaperhero,7
kidsource,com,kidsource,pages,5
com,editorial,asp,aff,1
com,goth,velcroparade,ind,4
http,www,nativetech,org,7
www,juneharman,com,jmdyck,4
http,fm,math,uni,11
helix,web,pt,html,11
http,www,skyhighvolleyball,org,14
http,student,some,ox,10
www,geocities,com,janine,7
infoplease,com,ipa,a,7
www,redi,heating,com,2
http,s,webring,com,4
http,www,freescale,com,11
http,www,i,ooa,4
www,rrj,state,va,13
http,etext,virginia,edu,7
http,www,diveguide,com,9
http,search,cpan,org,3
http,www,discoveringfossils,co,11
http,www,firsteleven,co,14
squidge,org,mrs,fish,1
personales,com,espana,barcelona,0
http,bsatroop,homestead,com,9
http,www,greatleverchess,co,4
http,www,gayne,co,9
www,fchd,info,frimleyg,14
http,www,globalgolfevents,com,14
www,cenlib,iitm,ac,10
com,tepublic,docs,advanc,9
centennialofflight,gov,essay,explor,7
http,www,usakarateri,com,14
http,www,coffeenetwork,com,2
http,gamespot,com,gamespot,4
http,struckus,tripod,com,4
edu,primary,cfm,linkid,14
html,ingles,helix,htm,11
http,www,davincisworld,com,9
http,www,ngadaylilysociety,org,6
npwrc,usgs,gov,resource,7
www,geocities,com,drumzrcool,9
zazzle,com,mk,welcome,3
http,groups,yahoo,com,4
http,www,aeronet,com,2
revivalsoy,com,community,recipes,6
http,www,jcysl,org,14
http,www,fileplanet,com,7
com,gamecube,action,timesp,4
cgi,bin,navcgi,ring,0
ftp,ftp,cs,colorado,3
members,tripod,com,petermasek,11
php,option,com,co,8
http,www,bathgatethistle,com,14
gpsystemes,com,caledequai,htm,2
bowdoin,edu,studorgs,bcf,13
http,www,buenaparkchorus,com,1
http,www,michaelsphotos,com,2
www,uwm,edu,dept,5
http,www,nctj,com,8
http,www,darrahcooperjewelers,com,12
http,www,delawareonline,com,8
www,running,mom,com,14
com,games,products,ps,4
compuserve,com,homepages,finea,1
com,apps,pbcs,dll,8
www,epinions,com,sprt,6
hot,nasty,sex,com,0
www,cs,kuleuven,be,3
http,www,designer,radiators,12
www,levity,com,alchemy,11
http,www,nlt,go,10
http,www,tamilvu,org,10
com,geology,dictionary,shtml,10
people,vcu,edu,dlatane,13
un,int,maldives,maldives,7
cities,sal,sal,srm,10
http,www,exoticstarmodels,com,0
http,www,angelfire,com,9
clemson,edu,factsheets,hgic,6
pages,index,cfm,pageid,10
rottentomatoes,com,m,madison,1
www,designbasics,com,articles,6
http,recipecircus,com,recipes,6
us,job,openings,htm,13
http,sensationalsecrets,com,joomlaya,0
http,www,thetinbin,com,12
honey,com,recipes,index,6
angelfire,com,fl,lc,5
http,www,whattocook,com,6
http,web,mit,edu,10
www,andrewpetersdc,homestead,com,12
http,calmbirth,com,au,5
gamezone,com,gzreviews,r,4
ucmp,berkeley,edu,plants,11
www,geocities,com,krossrodes,4
www,gamestats,com,objects,4
tandf,co,uk,journals,11
shankel,best,vwh,net,4
http,users,bigpond,net,12
http,vm,cfsan,fda,5
angelfire,com,ny,editwiz,2
http,www,terethend,com,4
http,www,edinaschoolscu,com,2
lycos,es,shinkuuanime,slamdunk,7
http,www,pakenhamcardinialeader,com,8
www,starchefs,com,features,6
bmt,mc,duke,edu,11
www,mybladdermd,com,index,5
http,www,affilihost,net,0
http,textualecstasy,com,kws,12
http,www,adobe,com,3
www,daisys,free,teen,0
sex,com,maria,real,0
edu,departments,renaissance,e,10
aiki,joe,i,hate,6
http,www,surfersofdubai,com,14
org,efc,cam,men,11
http,www,journals,uchicago,12
groundwater,org,kc,kc,7
net,vdgg,frames,html,1
ehow,com,how,ride,14
http,www,hollandc,pe,8
www,gamespot,com,wii,7
imdb,com,title,tt,1
www,gutenberg,org,etext,11
www,pbs,org,newshour,7
fs,fed,us,database,11
http,www,tv,now,1
http,www,sparta,systems,2
www,washingtonpost,com,wp,11
http,www,wirral,mbc,10
net,ne,jp,starlore,7
http,www,sdcss,com,6
www,plumpton,ac,uk,10
bargirlz,com,jill,kelly,0
link,to,database,natio,14
upstatenyroads,com,exitindex,shtml,9
www,patchword,com,oldolivepress,9
curitiba,pr,gov,br,11
www,hryproskoly,wz,cz,7
http,www,micnap,com,1
http,www,resuk,com,2
drsc,news,news,en,11
http,www,londonexternal,ac,10
http,www,sonicteam,com,4
zoology,ubc,ca,courses,11
http,www,ma,utexas,11
com,shows,gilmore,girls,7
http,www,geocities,com,14
http,web,hamline,edu,10
en,wikipedia,org,wiki,14
http,www,jugendfeuerwehr,fockbek,7
hockey,nhl,teams,s,14
columbia,edu,apam,plasma,11
http,www,geocities,com,9
http,www,linksgolftravel,com,14
sportsillustrated,cnn,com,basketball,14
iom,iomhome,nsf,pages,5
http,tools,ietf,org,3
http,www,meddean,luc,5
cap,links,websites,htm,11
http,sports,espn,go,14
http,members,tripod,com,13
http,www,gordonhighlanders,com,10
http,southwalesmountaineering,org,uk,9
mgmtech,com,todd,so,0
www,castellneddchess,co,uk,4
edu,cat,programs,degree,5
www,mightyquinn,co,nz,9
bioweb,uwlax,edu,bio,11
www,bookerhopkins,co,uk,2
org,cathen,c,htm,13
http,www,rivier,edu,14
www,notbored,org,trocchi,1
magic,tricks,co,uk,1
http,www,hhso,ca,9
www,europornstar,com,cumshots,0
edvista,com,claire,call,11
www,angelfire,com,rpg,1
www,chem,purdue,edu,11
my,bar,mitzvah,com,7
ac,wwu,edu,stephan,11
http,www,ci,plymouth,5
international,search,engine,submiss,3
hhs,gov,news,press,5
news,com,au,couriermail,8
http,www,angelfire,com,0
moonee,yourguide,com,au,8
http,www,westhillssoccer,com,14
com,njas,codes,andw,11
www,allgame,com,cg,4
com,recipe,htm,id,6
com,people,jphoe,php,1
ign,com,articles,p,4
http,www,xs,all,1
http,www,acuraembedded,com,3
www,trafalgar,intl,com,10
bcou,ca,services,policies,10
sportsillustrated,cnn,com,basketball,14
http,www,all,teens,13
www,gamepro,com,sony,4
http,www,wfyrc,com,14
state,mn,us,kids,7
http,www,repdesign,us,2
http,www,annspussypatrol,com,0
http,www,theshoulderdoc,com,5
nsw,gov,au,friends,10
net,plunging,index,html,0
com,ar,astrosite,astrosi,13
webelements,com,webelements,element,11
www,wecdsb,on,ca,13
ucblibraries,colorado,edu,govpubs,7
http,www,offer,uk,2
http,www,canadianminingnews,com,2
uk,hi,spanish,specials,7
www,handmade,heaven,com,12
dab,in,tum,de,11
www,arenafan,com,teams,14
http,www,csupomona,edu,13
www,adport,com,backroads,9
http,www,dmhcares,org,5
singleeurope,com,book,html,12
nz,fungi,bertrandia,html,11
edu,pages,orient,gso,10
http,www,straphaels,org,13
www,geocities,com,pennybake,9
yahoo,com,group,moms,10
http,plasma,nationalgeographic,com,7
www,memorare,com,catechism,13
www,places,co,za,7
culinarycafe,com,drinks,eggnog,6
www,telefonsex,villa,de,0
geocities,com,andrew,williamson,11
www,glencove,com,win,3
http,www,recipesource,com,6
http,www,andrewyelland,com,5
http,tools,ietf,org,3
http,www,scifimoviepage,com,1
http,www,broadwayworld,com,1
com,amateur,pussy,inde,0
ac,jp,home,nsf,10
www,geocities,com,daidaijanai,1
yahoo,com,group,chchsingles,0
divinacommedia,biz,index,en,1
www,fs,fed,us,11
www,open,ac,uk,10
www,gicare,com,pated,5
http,www,dntwebdesign,com,3
free,porn,com,free,0
members,tripod,com,chaos,4
geocities,com,zoewolfson,val,0
edu,english,reuben,pal,1
www,orchidmall,com,society,6
tpg,com,au,adsllmc,5
www,recipesource,com,soups,6
ds,action,meteos,previ,7
http,www,xig,com,3
www,libertyflames,com,index,14
com,fl,hautere,index,6
www,reefed,edu,au,7
www,truelles,pixels,mom,7
www,epinions,com,auto,6
recipesource,com,soups,soups,6
http,www,people,vcu,11
http,www,quarter,nl,14
http,www,brananmedical,com,12
co,uk,truth,higher,1
recipesource,com,ethnic,americas,6
http,www,kentuckyliteracy,org,1
littlekali,tripod,com,splash,0
http,www,geocities,com,2
http,www,bigissueground,com,13
org,index,php,title,6
http,www,pack,org,7
idw,doc,homepage,t,3
www,eureka,ya,com,7
http,www,lifenetairmed,com,5
www,avert,org,statindx,5
http,www,tommiesports,com,14
hawaii,edu,faculty,carr,11
http,pacek,tripod,com,10
http,ucpjournals,uchicago,edu,3
http,www,mohawktribe,com,7
www,stcms,si,edu,11
geocities,com,battlefield,xen,4
http,www,jefferson,edu,5
http,www,cse,ucsd,3
nc,us,fire,rowan,5
http,www,schleifring,net,2
http,beehive,thisisessex,co,6
http,www,irishpaintings,com,12
http,www,geocities,com,5
bbc,co,uk,cbeebies,7
http,www,do,not,6
www,gamestats,com,objects,7
thorpemusic,com,thomps,html,1
ophth,uiowa,edu,asorn,5
games,cheats,gbc,shtml,4
http,www,upd,edu,3
allgame,com,cg,agg,4
sex,and,pantyhose,com,0
http,www,panhandlesbest,com,9
csdl,tamu,edu,flora,11
http,www,seuporno,com,0
com,console,ps,data,7
paiercollegeofart,edu,programs,inte,1
http,allrecipes,com,recipe,6
com,templates,home,chapitr,7
http,www,honey,com,6
http,www,hsmai,org,2
http,www,armchairempire,com,1
www,roadandtravel,com,buyingausedcar,6
http,cpmcnet,columbia,edu,5
int,esahs,esa,vzumoc,7
discovery,com,news,interactive,11
http,en,wikiquote,org,9
http,www,schunterscouts,de,7
http,www,cfjackson,us,1
www,hoofcare,com,archives,13
www,mars,dti,ne,3
fetish,pic,com,college,0
http,www,cs,ucf,3
com,cgi,generic,hydroflumet,5
ign,com,objects,html,4
s,com,uk,default,12
online,com,movies,lovely,1
www,sportsline,com,u,14
en,wikipedia,org,wiki,14
http,www,thebicyclestore,com,14
cwru,edu,artsci,biol,11
catteryrow,com,listings,abyssinian,9
http,www,mediaed,org,8
http,botanicalresources,afm,com,11
http,www,saintsrevolution,com,14
www,grangegolf,com,au,14
msb,edu,prog,cmrc,10
http,www,free,ebony,0
http,www,modelhorsesalespages,com,9
http,www,durhamfa,com,14
plumpton,ac,uk,courselist,11
http,www,cansteins,com,2
yahoo,com,group,spanking,0
clublambpage,com,clairclublambs,index,2
ucsb,edu,guides,ethno,1
f,anime,index,htm,0
http,www,telus,net,8
au,saas,staff,lynley,11
imdb,com,name,nm,1
http,www,topix,com,14
www,zoe,clara,co,0
www,olmstead,cc,museum,10
www,creativity,portal,com,1
http,ip,eti,uva,11
http,www,hastings,edu,11
com,main,dishes,meat,6
living,foods,com,recipes,6
sirensofsong,com,nikka,htm,1
newadvent,org,cathen,a,13
http,www,newschool,edu,10
http,home,btconnect,com,10
canningcollege,wa,edu,au,10
www,westburyrangersfc,co,uk,14
http,www,angelfire,com,9
www,springerlink,com,content,11
http,www,wiu,edu,9
www,sce,cornell,edu,10
http,www,gilmorecarmuseum,org,10
www,iron,rose,com,0
www,newadvent,org,cathen,13
www,gamespot,com,ps,4
net,ggda,biology,of,7
www,angelfire,com,anime,1
http,www,pantyhose,fetishes,0
www,sex,video,porn,0
http,www,womanht,com,6
pluto,njcc,com,ret,11
http,www,portuguesesoccernewslinks,com,14
http,kids,tokyo,shoseki,7
edu,users,rik,mlia,3
http,www,iq,sy,11
edu,dept,epilepsy,inde,5
www,i,infotech,com,2
ketonen,db,elite,elite,4
http,www,ucc,ie,13
http,www,marshallmcgurk,com,1
today,com,garages,garage,2
cuesta,cc,ca,us,10
pnas,org,cgi,content,11
pc,ign,com,articles,4
http,www,epa,gov,11
article,php,article,i,7
www,geocities,com,truefairchyld,6
www,misterfixit,com,htrblowr,6
http,www,computerandvideogames,com,4
http,www,ppws,vt,11
www,cheatcc,com,ds,7
com,ret,amanita,species,11
http,www,thumbplay,com,12
http,www,gamespot,com,7
http,www,phoenixfeder,de,4
http,www,strippersonstage,com,0
users,frii,com,rwm,13
com,cgi,bin,recipecateg,6
http,www,gamefaqs,com,7
www,boardgame,de,reviews,4
http,www,nhdzoo,jp,7
http,www,theresa,hannover,0
http,www,ufs,com,2
http,www,athletics,com,14
eti,uva,nl,bis,11
members,tripod,com,starcrafthouseofpain,4
uhaweb,hartford,edu,jassem,10
feeds,feedburner,com,officialgmailblog,3
www,salon,com,books,1
www,recon,net,com,11
nl,usa,p,tj,7
http,www,cdkitchen,com,6
http,www,minnetonkarugby,com,14
http,stepbystepcc,com,themes,10
www,oellermann,com,morabaraba,4
http,networkrussia,org,uk,9
edu,tw,chiaungo,profes,5
www,fuck,galaxy,com,0
sexpictures,com,sextoys,index,0
http,www,woodturnersresource,com,1
edu,publichealth,homepage,html,10
www,uuf,dbq,org,13
www,kidshealth,org,kid,7
www,emedicinehealth,com,articles,5
www,nla,gov,au,8
com,unclebryan,polympic,html,14
com,jawaking,index,html,4
uk,stork,wn,htm,11
angelfire,com,art,charcoalportraits,12
dko,kuk,e,html,14
mariner,org,educationalad,ageofex,7
http,www,classicalguitarmidi,com,7
www,agroatlas,spb,ru,11
ee,ex,com,lingerie,0
http,www,angelfire,com,4
http,transaxle,homeip,net,9
http,www,haccpnow,co,11
www,geocities,com,rodeodrive,9
com,au,authors,m,1
www,tvphotogalleries,com,showgallery,1
archaeology,org,online,features,11
http,associations,missouristate,edu,11
http,gomarauders,avc,edu,14
www,thecomputershow,com,computershow,4
http,www,newark,rutgers,10
http,groups,yahoo,com,0
com,cgi,generic,piperacilli,5
http,www,pavillon,arsenal,10
http,www,chez,com,7
http,membres,lycos,fr,1
com,archive,category,hanu,6
http,www,psl,msu,10
www,snake,game,com,4
edu,perl,bioview,pl,11
review,item,asp,id,4
gov,medlineplus,ency,articl,5
www,gamespot,com,pc,7
ifors,ms,unimelb,edu,11
http,www,mrpanderson,pwp,14
http,core,ecu,edu,11
sithkitten,slashcity,net,byc,0
http,www,bear,org,11
http,www,epinions,com,4
people,l,john,lithgow,1
ca,rss,news,xml,8
com,cgi,generic,cortisne,5
pc,gamespy,com,pc,4
com,the,manville,news,8
http,swing,lagoon,narod,0
www,abruce,co,uk,12
macronimous,com,resources,tutorials,3
http,www,search,engine,3
org,avs,teen,threesome,0
nl,bis,flora,php,11
www,jbg,co,uk,3
www,hiv,lanl,gov,11
www,h,forum,com,0
bible,com,bibleanswers,result,13
fetish,porn,pics,com,0
http,www,thenewstribune,com,8
http,www,geocities,com,9
http,www,porn,sex,0
genealogy,com,genealogy,users,13
http,www,cro,org,5
http,www,wickedgoodcharcoal,com,12
www,scirpus,ca,cap,11
http,www,bbc,co,6
com,timneville,iweb,tim%,8
http,clubs,hemmings,com,9
http,www,freepornthumbnails,com,0
http,www,thedeal,com,2
http,www,jspinaldisorders,com,5
http,www,franshalsmuseum,nl,10
www,aha,ru,dose,11
http,rogerebert,suntimes,com,1
uml,edu,res,misc,10
www,gamefaqs,com,console,4
identification,co,uk,skye,11
www,tristate,media,com,8
eti,uva,nl,bis,11
http,chapters,marssociety,org,11
http,www,zipzaptoys,com,0
www,brown,edu,athletics,10
com,ps,adventure,feareffect,4
www,epicurious,com,recipes,6
http,www,geocities,com,1
bom,gov,au,weather,7
www,usatoday,com,weather,11
http,www,masterstech,home,6
http,www,aps,dz,8
http,www,why,com,3
com,group,howard,stern,9
adventurecollective,com,reviews,gat,4
teamxbox,com,xbox,mortal,4
http,www,stdavidsosteopathicclinic,co,5
www,suntimes,com,index,8
edu,gleeson,httb,chapter,11
www,magichat,co,uk,1
http,www,who,int,5
http,geocities,com,andiemills,1
com,cs,oldpu,a,0
gamefaqs,com,computer,doswin,4
http,www,gamespot,com,7
http,www,gamespot,com,4
http,www,diabetic,lifestyle,6
www,thetimeisright,co,uk,5
dk,uk,index,htm,1
www,geocities,com,suncoastidos,9
wiki,genji,days,of,4
www,woodfloors,org,consumer,6
http,library,thinkquest,org,11
www,londonexternal,ac,uk,10
gov,fgz,science,clouds,7
com,news,review,f,8
http,www,haveyouseenthewolf,com,9
http,www,endangeredspeciesinternational,org,11
http,c,re,nu,3
http,angelfire,com,tv,9
maplenet,net,trowbridge,gosheb,13
angelfire,com,nv,ethantyler,13
http,www,surfersgolfclub,com,14
so,net,ne,jp,6
wikipedia,org,wiki,johann,7
www,lonelyplanet,com,albania,7
net,linemoe,index,eng,9
http,www,epicurious,com,6
http,www,geocities,com,4
http,www,ballymeade,com,14
us,imdb,com,title,1
gort,ucsd,edu,jhan,13
adashiel,wod,archive,m,4
newcartestdrive,com,review,list,6
www,the,flash,files,3
http,zarbi,chem,yale,11
http,www,central,edu,10
http,www,hotel,okazaki,0
http,www,theeveningtimes,com,8
http,www,matex,com,2
www,scripps,edu,services,11
http,www,eopinion,tv,8
sps,nus,edu,sg,11
http,www,rdg,ac,10
article,php,article,i,4
cjvlang,com,spicks,fengqing,11
http,www,orthoseek,com,5
www,journey,theheart,com,13
myweb,tiscali,co,uk,1
guiseley,a,f,c,14
com,ri,reymysteriojr,inde,14
yahoo,com,group,journalize,1
http,www,coastal,photography,2
http,kajatusiewicz,republika,pl,7
http,www,enature,com,7
com,index,asp,path,14
com,dan,cavanagh,matrix,1
www,bridgwater,ac,uk,10
perl,xml,faq,html,3
http,www,thelogbook,com,4
http,www,keele,ac,10
com,siam,se,html,3
come,alive,co,uk,13
http,www,beaulier,qc,11
org,cathen,a,htm,13
http,www,uktherapist,co,5
ne,jp,umejava,smalltalk,3
www,etsu,edu,stories,1
www,hardcore,xxx,sex,0
http,aviationweather,noaa,gov,8
http,b,webring,com,13
http,www,dcmilitary,com,8
angelfire,com,de,linainverse,1
http,www,ronsonic,com,12
www,gamespot,com,ps,4
http,www,worldsexarchives,info,0
math,inst,hu,pub,11
tnpc,com,parentalk,preteen,6
http,chalicechick,blogspot,com,13
http,www,wiscran,org,6
http,www,escorts,latvia,0
com,recipes,terrytx,southw,6
org,depts,medicine,gastro,5
http,www,palliserhealth,ca,5
www,bom,gov,au,7
http,www,kingofcocktails,com,6
http,www,sfdt,com,9
arcor,de,ingo,baehre,7
http,www,thechildfreelife,com,13
http,www,ameriwood,com,2
http,www,cmu,edu,11
www,eastchester,k,ny,7
mjw,recipes,soup,chowde,6
http,www,homestudies,co,10
net,article,php,article,4
http,www,pnas,org,11
http,www,kenyabirds,org,11
http,www,bluebombers,com,14
http,news,mywebpal,com,8
www,columbiagames,com,cgi,4
http,www,timescolonist,com,8
www,fileplanet,com,section,7
www,rvm,gatech,edu,11
ecolan,com,sofiaargentina,cart,7
angelfire,com,ar,heart,10
http,www,bands,army,1
http,www,lesbianasxxxgratis,com,0
http,www,firestone,com,2
http,www,danielpipes,org,8
http,toxicantstudy,blogspot,com,11
http,kr,cs,ait,11
www,geocities,com,southbeach,5
http,www,asthmacontrol,net,5
www,reflexology,london,org,5
http,www,artsourceasia,com,12
http,www,dogwoodhill,com,12
www,recipecottage,com,fish,6
com,r,q,congee,6
http,www,gamespot,com,4
sleepingcat,com,other,kol,3
jsyfruitveggies,org,resources,index,6
http,www,geocities,com,1
www,up,com,do,7
of,rock,com,chantels,1
com,games,index,html,4
www,emedicine,com,med,5
http,chineselanguage,org,dictionaries,10
students,bugs,bham,ac,10
w,org,consortium,member,3
cheatcc,com,pc,sg,4
www,lambert,instruments,com,11
gamezone,com,gzreviews,r,4
http,www,windlawafc,co,14
http,www,mobot,org,11
com,cgi,bin,webring,1
inthewild,van,anim,ele,7
http,www,enchantedlearning,com,7
www,museumserver,nl,home,10
curiosity,shoppe,com,sd,4
free,gay,porn,movies,0
http,www,d,umn,10
classicalguitarmidi,com,history,gui,7
gallerys,com,teen,sex,0
http,www,midkent,ac,10
http,www,replacement,hardware,2
edu,dorn,ssha,projects,13
prairienet,org,pcsa,recipes,6
groups,yahoo,com,group,9
http,www,gfwc,org,13
geocities,com,dan,cavanagh,1
http,www,hairaid,com,5
recipesource,com,desserts,frozen,6
howstuffworks,com,car,buying,6
www,kidshealth,org,kid,7
http,www,sallyullmanphotography,com,2
www,rugsnbeyond,ecrater,com,12
www,qconz,co,nz,2
http,www,johnnydawes,com,9
edu,barnes,software,html,11
xbox,gamespy,com,xbox,7
theoncologist,alphamedpress,org,cgi,5
http,www,handhelds,org,3
http,www,bu,edu,13
cgi,generic,carnitor,htm,5
http,www,gamespot,com,7
http,www,alacron,com,3
cars,org,uk,kimber,9
www,hyperhistory,com,online,13
dorn,ssha,projects,asp,13
http,fooddownunder,com,cgi,6
http,www,leptraps,com,12
prodigy,net,rover,index,12
http,www,myrtle,co,2
http,www,journalismcareers,com,8
http,www,npware,org,3
gamepro,com,computer,pc,4
agility,organiser,co,uk,9
http,www,yoderadoption,org,6
http,www,avtoday,net,0
www,skippysg,com,antigordon,14
http,www,spinabifidaparents,com,5
linux,com,article,pl,3
http,www,arkitip,com,1
http,www,cedma,org,10
www,worldbank,org,children,5
http,www,shinshu,u,10
flags,net,fran,htm,10
www,uky,edu,studentorgs,10
http,www,maths,gla,11
tripod,com,savehorizons,realms,9
umcn,nl,scientist,afdelingen,5
http,www,karlkrogstad,com,2
http,www,extractive,consulting,2
www,cng,org,uk,13
http,wearcam,org,head,3
http,www,tnl,ink,13
http,www,mylasiksurgery,com,5
http,www,annettesherbgarden,com,6
http,www,gozips,com,10
allmusic,com,cg,amg,1
php,option,com,co,8
http,www,dpi,qld,5
ac,uk,history,pictd,11
http,charlottemason,tripod,com,10
www,superconductor,com,mp,1
http,www,gohotrods,com,9
http,www,med,wisc,10
botany,hawaii,edu,faculty,11
com,history,bigsam,htm,9
http,awstats,sourceforge,net,3
http,www,wallaceburgcourierpress,com,8
com,cgi,generic,moexip,5
http,www,bixpix,com,2
www,hot,free,porn,0
http,www,thecarouselmuseum,org,10
com,reviews,may,castl,4
extension,missouri,edu,xplor,6
http,www,tradecards,com,12
bin,wiki,bf,el,3
pc,gamespy,com,pc,7
http,www,rowan,edu,11
http,www,themooreco,com,2
museum,state,il,us,11
st,and,ac,uk,11
http,tools,ietf,org,3
takenbytimi,tripod,com,timi,1
http,www,maldimix,com,3
http,www,gisp,sr,11
donga,com,srv,service,3
com,auto,used,make,6
www,unitedsexsites,com,aaa,0
com,pipeline,ridge,s,14
hockeygoalies,org,bio,weekes,14
http,www,realtreffen,de,0
www,pqrs,org,tekezo,4
www,all,reviews,com,1
geocities,com,yosemite,geyser,9
http,www,bterrell,com,3
www,wnec,edu,athletics,14
www,is,lt,mamvc,13
zen,mesterek,fotomae,html,13
http,chaos,hypermart,net,10
http,www,aacsb,edu,10
acor,org,cllfaq,questions,5
http,www,w,org,3
http,www,elbowrivercasino,com,4
www,mcwdn,org,grammar,7
www,cfpeople,org,books,13
angelfire,com,ok,sigmasigmasigma,13
http,www,lifeskills,co,2
http,www,sahpa,asn,9
uiuc,edu,ro,romclub,10
http,www,californiaequipment,com,12
http,www,oldeyork,com,14
http,edgarawards,tripod,com,1
http,care,diabetesjournals,org,5
http,www,gaysexart,com,0
groups,yahoo,com,group,0
http,www,sexshop,com,0
nematode,unl,edu,extpubs,11
lawsofwisdom,com,lawsofwisdom,chapt,13
http,geocities,com,kisnerp,4
com,game,titles,consoles,4
www,jrleaguewilm,org,cookbook,12
http,www,botany,hawaii,11
www,first,nature,com,11
http,jcsda,com,kids,7
http,www,videogamereviews,vg,4
uhaweb,hartford,edu,sca,10
www,foxsports,com,au,14
http,user,itl,net,11
com,the,spirit,pouch,4
http,mikesrpgcenter,com,bgate,4
www,free,gay,porn,0
studentlife,ou,edu,content,10
tripod,com,ainderbycampanile,as,1
ces,ncsu,edu,depts,11
http,www,radltd,com,5
store,motionandsound,com,cgi,12
http,www,stillmovingyoga,com,13
chris,kimble,com,knicop,10
trincoll,edu,pub,student,10
http,www,napier,ac,10
kodu,neti,ee,bw,13
http,www,gutenberg,org,1
thetievideo,com,index,html,12
www,redmetalvineyards,co,nz,9
http,www,newpaltz,edu,11
www,findarticles,com,p,6
http,groups,yahoo,com,5
http,www,xdr,com,4
http,www,geocities,com,9
http,www,downwithdarkness,netfirms,4
irsc,gc,ca,e,5
www,daawat,com,recipes,6
en,wikipedia,org,wiki,11
sexylive,com,softallhard,index,0
http,www,billsgames,com,4
botany,hawaii,edu,faculty,11
edu,gmlasio,index,html,11
shasta,com,suesgoodco,newcivilians,9
http,www,bke,hu,10
homes,today,com,garages,2
www,bbc,co,uk,7
http,technojunkie,org,berniec,3
nl,bis,flora,php,11
http,www,jaycee,com,13
http,www,poshglam,com,1
myhero,com,myhero,hero,7
albertwisnerlibrary,org,about,frien,10
xs,all,nl,dleijen,4
http,www,multnomahaikikai,com,14
http,www,sebaptist,org,13
npr,org,programs,jazzprofiles,7
www,newadvent,org,cathen,13
ed,gov,inits,americareads,1
com,cgi,generic,ambisome,5
http,www,firstcallmagazine,com,8
www,franceway,com,regions,6
http,www,hanoghenne,no,0
http,www,all,free,0
www,geocities,com,manchesterdelight,0
http,www,encorestudios,com,2
pc,ign,com,objects,4
http,www,philatelic,com,9
http,www,angelfire,com,9
http,www,bicron,com,11
usgs,gov,id,framlst,11
http,www,sussex,ac,10
http,www,museumcam,org,10
search,search,zsp,qu,6
http,www,gamefaqs,com,4
http,dollicious,com,magenta,3
com,cs,astronomerbios,a,7
huntedmovie,com,home,html,1
www,projectexploration,org,mongolia,11
com,jktr,jktr,shtml,11
flash,igri,bg,last,7
www,gnu,org,software,3
http,www,nhlbi,nih,6
http,www,michaelcarloneil,com,1
gerolsteiner,de,index,php,14
webpages,charter,net,rcfu,9
www,geocities,com,rentgal,1
http,encarta,msn,com,7
ammem,detroit,dethome,html,13
www,newark,rutgers,edu,10
free,amateur,photo,com,0
http,homepages,rootsweb,ancestry,13
svmomblog,typepad,com,silicon,6
http,www,sophia,ac,10
http,www,mechstudio,com,2
wc,rootsweb,ancestry,com,13
www,cs,wustl,edu,3
sd,qld,gov,au,9
http,www,lifeasnick,com,8
www,aviewofamerica,com,recipes,6
www,davincisworld,com,castlerooms,9
http,informationr,net,ir,10
www,geocities,com,shadowcats,1
news,bbc,co,uk,5
realsexsites,com,multi,sites,0
cstv,com,sports,w,14
kzsu,stanford,edu,eklein,1
net,x,press,index,8
www,sockstars,co,uk,0
