text1,text2,text3,text4,class
rooms,rent,locals,bed,6.0
rent,locals,bed,breakfasts,6.0
locals,bed,breakfasts,guest,6.0
bed,breakfasts,guest,houses,6.0
meet,stay,with,locals,6.0
stay,with,locals,over,6.0
with,locals,over,world,6.0
locals,over,world,couchsurfing,6.0
top,property,websites,buying,6.0
property,websites,buying,selling,6.0
websites,buying,selling,telegraph,6.0
property,buying,selling,renting,6.0
sarah,beeny,estate,agents,6.0
beeny,estate,agents,tepilo,6.0
renovation,restoration,house,buying,6.0
restoration,house,buying,insurance,6.0
period,property,uk,listings,6.0
property,uk,listings,period,6.0
uk,listings,period,property,6.0
listings,period,property,sale,6.0
estate,agents,cool,property,6.0
agents,cool,property,finds,6.0
cool,property,finds,stylish,6.0
property,finds,stylish,inte,6.0
the,modern,estate,agent,6.0
modern,estate,agent,brain,6.0
estate,agent,brain,food,6.0
agent,brain,food,modern,6.0
brain,food,modern,esta,6.0
wowhaus,home,hip,houses,6.0
home,hip,houses,architecture,6.0
hip,houses,architecture,sale,6.0
houses,architecture,sale,rent,6.0
justpark,parking,app,find,6.0
parking,app,find,parking,6.0
app,find,parking,seconds,6.0
zoopla,search,property,buy,6.0
search,property,buy,rent,6.0
property,buy,rent,house,6.0
buy,rent,house,prices,6.0
home,exchange,websites,travel,6.0
exchange,websites,travel,adventures,6.0
websites,travel,adventures,shari,6.0
lovehomeswap,review,travel,adventures,6.0
review,travel,adventures,sharing,6.0
guest,guest,review,travel,6.0
guest,review,travel,adventures,6.0
review,travel,adventures,sharing,6.0
travel,adventures,sharing,e,6.0
homelink,review,travel,adventures,6.0
review,travel,adventures,sharing,6.0
travel,adventures,sharing,economy,6.0
homexchange,review,may,travel,6.0
review,may,travel,adventures,6.0
may,travel,adventures,shari,6.0
transfers,news,sky,sports,14.0
newsnow,football,news,breaking,14.0
football,news,breaking,news,14.0
news,breaking,news,search,14.0
football,game,results,scores,14.0
football,news,live,scores,14.0
news,live,scores,results,14.0
live,scores,results,transfers,14.0
scores,results,transfers,goal,14.0
planet,futbol,schedule,news,14.0
futbol,schedule,news,si,14.0
football,news,opinion,previews,14.0
news,opinion,previews,results,14.0
opinion,previews,results,live,14.0
previews,results,live,sc,14.0
football,news,match,reports,14.0
news,match,reports,fixtures,14.0
match,reports,fixtures,guardian,14.0
best,deals,daily,deals,2.0
deals,daily,deals,discount,2.0
daily,deals,discount,coupons,2.0
ben,bargains,deals,bargains,12.0
bargains,deals,bargains,freebies,12.0
shopping,coupons,coupon,codes,12.0
coupons,coupon,codes,deals,12.0
coupon,codes,deals,printable,12.0
gottadeal,why,pay,retail,2.0
why,pay,retail,hot,2.0
pay,retail,hot,deals,2.0
retail,hot,deals,coupons,2.0
hot,deals,coupons,for,2.0
cardcash,gift,card,exchange,12.0
gift,card,exchange,buy,12.0
card,exchange,buy,sell,12.0
exchange,buy,sell,trade,12.0
buy,sell,trade,gif,12.0
check,store,ratings,save,3.0
store,ratings,save,money,3.0
ratings,save,money,with,3.0
save,money,with,deals,3.0
money,with,deals,pric,3.0
brad,deals,handpicked,deals,12.0
deals,handpicked,deals,coupons,12.0
handpicked,deals,coupons,retailers,12.0
gift,cards,deal,gift,12.0
cards,deal,gift,card,12.0
deal,gift,card,granny,12.0
gift,card,granny,reg,12.0
card,granny,reg,official,12.0
retailmenot,coupon,codes,coupons,12.0
coupon,codes,coupons,promo,12.0
codes,coupons,promo,code,12.0
coupons,promo,code,sh,12.0
offers,today,coupons,promo,12.0
today,coupons,promo,codes,12.0
coupons,promo,codes,deals,12.0
coupons,shipping,promo,codes,12.0
shipping,promo,codes,freeshipping,12.0
promo,codes,freeshipping,org,12.0
slickdeals,deals,coupons,promo,12.0
deals,coupons,promo,codes,12.0
coupons,promo,codes,discounts,12.0
highly,useful,websites,computer,3.0
useful,websites,computer,technicians,3.0
websites,computer,technicians,t,3.0
default,router,passwords,internets,3.0
router,passwords,internets,router,3.0
passwords,internets,router,pass,3.0
download,missing,dll,files,3.0
missing,dll,files,dll,3.0
dll,files,dll,files,3.0
remote,access,remote,desktop,3.0
access,remote,desktop,software,3.0
remote,desktop,software,computer,3.0
service,manual,schematics,datasheets,3.0
manual,schematics,datasheets,eeprom,3.0
schematics,datasheets,eeprom,bi,3.0
free,virus,scan,antivirus,3.0
virus,scan,antivirus,software,3.0
speedtest,ookla,global,broadband,3.0
ookla,global,broadband,speed,3.0
global,broadband,speed,test,3.0
processlibrary,resource,process,information,3.0
download,drivers,largest,driver,3.0
drivers,largest,driver,database,3.0
ninite,install,update,multiple,3.0
install,update,multiple,apps,3.0
update,multiple,apps,once,3.0
retailmenot,coupon,codes,coupons,12.0
coupon,codes,coupons,promo,12.0
codes,coupons,promo,codes,12.0
coupons,promo,codes,s,12.0
ultimate,trading,with,iq,3.0
trading,with,iq,option,3.0
use,incredible,websites,apps,3.0
incredible,websites,apps,learn,3.0
websites,apps,learn,tech,3.0
apps,learn,tech,skills,3.0
access,page,has,been,3.0
page,has,been,denied,3.0
skillcrush,digital,skills,job,3.0
digital,skills,job,skills,3.0
lynda,courses,classes,training,3.0
courses,classes,training,tutorials,3.0
coding,bootcamps,data,science,3.0
bootcamps,data,science,ux,3.0
data,science,ux,business,3.0
science,ux,business,gene,3.0
start,learning,treehouse,free,3.0
free,courses,nanodegree,programs,3.0
courses,nanodegree,programs,udacity,3.0
mit,opencourseware,course,materials,3.0
open,education,consortium,global,3.0
education,consortium,global,network,3.0
consortium,global,network,open,3.0
top,football,websites,telegraph,14.0
proven,quality,football,blog,14.0
quality,football,blog,entertain,14.0
football,blog,entertain,one,14.0
blog,entertain,one,two,14.0
spoiler,world,football,gossip,14.0
world,football,gossip,transfer,14.0
football,gossip,transfer,rumours,14.0
dirty,tackle,archives,howler,14.0
tackle,archives,howler,magazine,14.0
football,news,views,gossip,14.0
goals,football,goals,news,14.0
football,goals,news,betting,14.0
uk,football,news,results,14.0
football,news,results,forums,14.0
football,blog,football,transfer,14.0
blog,football,transfer,extra,14.0
football,transfer,extra,footie,14.0
sportslens,football,news,football,14.0
football,news,football,blog,14.0
football,betting,place,football,14.0
betting,place,football,bet,14.0
place,football,bet,today,14.0
football,bet,today,socc,14.0
the,introduction,page,rsssf,14.0
introduction,page,rsssf,rec,14.0
page,rsssf,rec,sport,14.0
rsssf,rec,sport,soccer,14.0
rec,sport,soccer,s,14.0
fans,guide,football,grounds,14.0
guide,football,grounds,stadiums,14.0
football,grounds,stadiums,england,14.0
footiemap,map,tier,football,14.0
map,tier,football,club,14.0
tier,football,club,stadiums,14.0
soccer,spain,spanish,football,14.0
spain,spanish,football,website,14.0
spanish,football,website,english,14.0
global,game,fat,burners,14.0
game,fat,burners,preworkout,14.0
fat,burners,preworkout,supplements,14.0
football,alia,series,news,14.0
alia,series,news,fixtures,14.0
series,news,fixtures,results,14.0
news,fixtures,results,lat,14.0
football,news,live,scores,14.0
news,live,scores,results,14.0
live,scores,results,transfers,14.0
scores,results,transfers,go,14.0
sports,news,websites,sports,14.0
news,websites,sports,lovers,14.0
websites,sports,lovers,sports,14.0
sports,lovers,sports,news,14.0
sports,news,scores,highlights,14.0
news,scores,highlights,sports,14.0
scores,highlights,sports,illustrated,14.0
yahoo,sports,sports,news,14.0
sports,sports,news,scores,14.0
sports,news,scores,fantasy,14.0
espn,worldwide,leader,sports,14.0
real,estate,home,shopping,2.0
estate,home,shopping,bankrate,2.0
sportsbest,sports,news,stories,14.0
