text1,text2,text3,text4,class
elook,org,recipes,european,6
www,zipcon,net,highroad,1
http,www,spartacus,schoolnet,13
cvjm,pfadfinder,esslingen,de,7
www,sex,picture,org,0
http,popski,mine,nu,4
http,www,kingsportdailynews,com,8
http,www,stogienotes,com,9
entertainment,msn,com,celebs,1
portals,code,list,c,9
http,commonground,mines,edu,11
org,plantscience,bfna,v,11
http,www,sloppyseconds,com,0
http,www,tosamerica,com,2
http,www,angelfire,com,14
http,www,yahoo,com,13
home,btconnect,com,hitchinbritishschools,10
com,hub,ring,interactive,4
http,www,jugendring,enzkreis,7
http,www,joyedaniels,com,3
geocities,com,hollywood,guild,1
xwu,kais,main,shtml,10
www,webspawner,com,users,12
www,shinshu,u,ac,10
love,dogs,com,email,9
www,gamecritics,com,review,4
newadvent,org,cathen,b,13
www,columbia,edu,cu,11
www,philadelphiazoo,org,zoo,7
http,www,geocities,com,9
www,ho,chunk,com,4
http,www,tunghingwire,com,3
www,aikidoauckland,co,nz,14
www,carnforthrufc,co,uk,14
http,www,johnsjokes,com,9
http,www,careercenter,ilstu,10
http,news,bbc,co,11
www,angelfire,com,games,4
porn,pics,free,porn,0
x,models,co,uk,0
http,myweb,tiscali,co,1
web,my,d,net,2
http,www,gamefaqs,com,4
http,www,auburn,edu,1
http,www,microsoft,com,2
nl,channels,trams,html,2
marlin,ac,uk,species,11
groups,yahoo,com,group,5
http,www,redbooks,ibm,3
com,n,ngl,ia,9
net,article,php,article,4
http,www,ufbahai,org,13
com,uhsweb,grimfand,php,4
http,www,aquastrophics,com,12
c,y,amp;path,%,8
http,www,commerce,virginia,10
http,www,northmemorialfcu,com,2
http,www,artisangear,com,12
www,katinkahesselink,net,other,13
http,www,virtualcities,com,6
www,unci,de,wildplanet,4
http,www,solomons,fam,13
darthporno,com,cheerfield,front,0
eurogamer,net,article,php,7
dll,p,avg,amp;s,1
realguide,real,com,category,8
nefertiti,iwebland,com,bestiary,1
http,www,brookingshospital,org,5
http,bsa,theshoppe,com,9
edu,encyclopedia,si,nmnh,7
org,wiki,achumawi,language,11
http,www,wakeair,com,12
http,aniarojczyk,republika,pl,7
http,www,askmen,com,14
geocities,com,timessquare,battlefie,4
www,nb,sympatico,ca,5
sportsillustrated,cnn,com,baseball,14
movies,yahoo,com,movie,1
www,mitoku,com,recipes,6
http,www,versatilefashions,com,12
biathlon,ru,eng,main,14
com,soups,soups,rec,6
http,www,mcacres,m,14
www,cc,ku,edu,11
http,splendidtable,publicradio,org,6
com,hub,ring,costnerplanet,1
com,index,novak,html,8
tetones,com,prietas,amp;tetonas,0
http,www,nlm,nih,5
http,www,imdb,com,7
http,www,firstimage,net,2
http,groups,yahoo,com,0
www,sex,pics,porn,0
http,idw,doc,homepage,3
conncoll,edu,internship,html,10
http,www,tv,com,1
www,altstuff,com,newsnf,8
http,www,wqxr,com,1
http,www,nurturingtouch,com,5
http,www,ftc,gov,2
http,www,lsu,edu,5
http,www,aapnetwork,net,2
www,mel,ink,com,12
http,hive,cs,uwyo,3
http,www,graceroyals,com,14
http,www,guilford,edu,10
www,gaybear,net,bearden,0
edu,dlatane,palgrave,html,13
http,www,americanblackmouthcur,com,9
co,uk,cgi,bin,8
www,disney,nl,films,7
www,fuck,galaxy,com,0
www,designmedialab,com,index,3
org,depts,medicine,gastro,5
http,ag,arizona,edu,6
http,pc,ign,com,4
lg,jp,sr,sum,7
http,home,comcast,net,13
ign,com,objects,html,4
http,www,askmen,com,11
http,www,wrwdc,com,1
http,www,pornzite,com,0
r,f,moeller,racer,10
pages,orient,gso,cfm,10
http,www,ourcivilisation,com,13
http,www,bravoweb,cz,7
http,users,bigpond,net,12
www,geocities,com,descentworld,4
how,to,all,scs,3
tolweb,org,tree,group,11
http,www,dapss,com,2
http,www,ringve,com,10
http,www,viaje,curitiba,11
http,www,ename,org,10
http,www,gutenberg,org,13
dxing,com,rx,nc,9
http,www,borromeo,org,13
http,www,scrollpens,com,2
soccerbase,com,teams,sd,14
www,mujweb,cz,zabava,0
www,coheadquarters,com,co,6
http,www,harlandaily,com,8
http,www,ed,gov,1
angelfire,com,ca,marinhockey,14
http,www,angelfire,com,13
www,aad,org,public,5
http,www,citron,guitars,1
http,wii,gamezone,com,7
safety,council,org,info,6
http,www,allgame,com,4
www,wwcc,wy,edu,10
geocities,com,nummiesformommies,ind,6
disney,fr,disneyonline,surfermalin,7
www,geocities,com,scoutismo,7
http,www,kent,ccc,14
egs,edu,faculty,speck,13
www,sfu,ca,sociology,10
plantnet,rbgsyd,nsw,gov,11
archanth,staff,fleming,htm,11
http,charlottemason,tripod,com,10
angelfire,com,ca,spoiledinterviews,1
zoe,clara,co,uk,0
chrisinorl,home,att,net,9
http,www,billsgs,com,9
www,spi,web,com,11
sex,pics,group,sex,0
www,stbedesnewcastle,co,uk,13
ingentaconnect,com,content,hum,11
http,www,covisible,com,11
rgu,ac,uk,publicpolicy,11
recipecottage,com,fish,bouillabaiss,6
www,hopkinsmedicine,org,pemphigus,5
http,www,b,pregnancy,10
http,www,ecological,engineering,6
tripod,com,jumpstart,html,10
http,gardencentral,org,ncafgc,6
http,ucblibraries,colorado,edu,7
com,stories,fetish,p,0
http,www,macrobiotic,org,5
republika,pl,leblandia,eng,13
http,delta,intkey,com,11
calodox,scene,org,demoo,3
www,wisconsinhistory,org,shipwrecks,11
http,www,boxinginsider,com,14
www,recipesource,com,soups,6
www,angelfire,com,goth,7
http,www,all,lemons,6
football,league,org,uk,14
http,www,dermnetnz,org,5
www,crownsfc,co,uk,14
www,rigsville,org,uk,9
dominazara,com,domina,foxy,0
learn,xml,schema,tutorial,3
tv,groups,yahoo,com,8
http,www,myob,com,3
http,www,newportcycleparts,com,12
ummz,umich,edu,site,11
research,haifa,ac,il,10
http,www,wordgames,co,8
stormloader,com,users,crabclan,4
www,scn,org,earth,9
lib,vt,edu,theses,2
www,youth,guard,org,7
webring,com,hub,ring,3
eng,products,index,htm,11
www,history,of,rock,1
http,www,polkvet,com,5
http,www,tat,com,12
www,bbc,co,uk,4
markfarrar,co,uk,msfmsq,11
www,mizar,optical,com,11
http,www,geocities,com,14
http,triad,bizjournals,com,8
fd,doc,com,articleindex,5
salon,com,feature,cov,1
www,richardlhall,pwp,blueyonder,1
cdc,gov,ncidod,dpd,5
mcair,com,learnglossary,htm,6
members,tripod,com,whiplash,4
http,www,cics,org,7
ietf,org,html,rfc,3
http,www,transonic,com,5
http,www,blackoaksiberians,com,9
yossi,special,yk,htm,7
philtar,ucsm,ac,uk,13
com,tsth,tsth,html,14
amerpoultryassn,com,vaccination,gui,5
http,www,discusland,com,9
http,or,pubs,informs,11
www,rootsworld,com,freereed,1
rutgers,edu,history,bureau,10
magic,tricks,co,uk,1
pics,lesbian,sex,c,0
uk,sport,hi,olympics,14
http,www,saintsrevolution,com,14
http,www,alignwiththedivine,com,13
http,ustl,sourceforge,net,3
http,www,labellum,info,6
http,www,gzk,ro,3
http,www,mathematische,basteleien,7
http,www,vetinfo,com,5
lpch,org,diseasehealthinfo,healthli,5
state,mn,us,kids,7
www,discover,science,ie,11
risa,co,uk,sla,1
http,www,anzwers,org,10
http,holidays,kaboose,com,7
http,www,nature,com,11
http,www,cooks,com,6
hmc,psu,edu,eyecenter,5
http,www,transgenomic,com,11
http,basketsbypat,com,recipes,6
http,www,arthurgrosset,com,11
www,geocities,com,precious,6
http,www,uwindsor,ca,14
teen,school,jobs,good,7
http,fantasie,hard,com,0
http,www,sewanee,edu,8
www,arts,ualberta,ca,13
domino,mpi,inf,mpg,10
yahoo,com,shop,d,1
http,www,angelfire,com,1
http,www,castlejewelry,com,12
ac,jp,zen,centers,13
n,gage,ssx,out,4
http,www,tropicalpond,com,12
dhs,mps,k,mi,8
www,pornzite,com,dmoz,0
http,www,aacdistribution,com,2
http,www,atuwesleyfoundation,org,10
www,just,free,gay,0
http,www,wineandhospitalityjobs,com,2
bbc,co,uk,sport,14
co,uk,hi,world,7
www,begellhouse,com,crege,11
recipesource,com,baked,goods,6
rxlist,com,cgi,generic,5
gouv,fr,culture,arcnat,7
http,www,csulaathletics,com,14
http,illiniweather,com,pages,8
http,www,plymouth,edu,10
equip,supplies,com,tablegame,12
pics,us,avs,adrianas,0
http,www,sam,covington,10
over,net,reviews,php,4
http,www,cs,ucf,3
guntheranderson,com,liqueurs,htm,9
http,bishop,fenwick,cnd,13
dateastar,net,planetaryseals,html,13
http,www,my,bar,7
com,oldsite,games,ps,4
http,www,thomsongroup,com,11
index,php,option,com,8
www,caa,co,ug,13
http,www,gamershell,com,7
http,www,epinions,com,6
www,uamont,edu,athletics,14
zoo,wnv,wnv,html,5
old,ama,index,html,0
www,tacksauce,com,nav,6
software,co,uk,gruk,3
com,side,dishes,bevera,6
http,www,alokemitra,com,8
boys,brigade,org,uk,7
http,www,angelfire,com,9
http,www,gamespot,com,4
angelfire,com,sports,jad,14
http,www,sprucecaboose,com,12
http,www,tacksauce,com,6
http,www,rogerrathi,com,13
http,www,bands,army,1
org,prevsite,cpsr,privacy,6
link,library,utoronto,ca,1
http,www,ssioptics,com,2
geology,com,geology,dictionary,10
www,techtrans,com,fr,10
www,kidzworld,com,site,7
gamespy,com,playstation,portable,7
www,flags,net,bant,10
http,www,thebrain,com,10
www,free,xxx,pics,0
com,lesbian,sex,le,0
au,au,other,apc,8
http,www,zoology,ubc,11
ubc,ca,livingmathematics,v,3
geocities,com,kris,fredrick,7
homepage,mac,com,jumpman,13
cowgirls,com,dream,bk,12
http,www,rbcc,be,14
central,hcrhs,k,nj,10
www,informatik,tu,darmstadt,10
http,www,smokersline,ca,5
http,bioweb,uwlax,edu,5
http,www,bayriverpottery,com,12
directory,com,arts,museum,10
http,www,suspenderstore,com,12
http,tools,ietf,org,3
http,docs,hp,com,3
http,www,fluvial,artourisme,9
http,www,southernct,edu,10
www,draeger,com,st,2
http,www,nemtinc,com,5
mrtec,com,productfeatures,htm,3
http,www,tridelminpins,com,9
http,www,azdailysun,com,8
org,cathen,a,htm,13
http,www,bcs,rochester,11
http,www,shinetsumagnetics,com,2
programfiles,com,index,asp,4
recipesource,com,soups,soups,6
http,www,pureseahawks,com,14
gamespot,com,ps,action,4
http,www,jgsee,kmutt,10
www,brinkster,com,aaronsmonte,9
http,www,geocities,com,1
anjou,bike,center,com,14
http,www,freewebs,com,1
pictures,free,sex,pics,0
arizona,edu,maricopa,garden,6
com,recipe,htm,id,6
http,www,filmtracks,com,1
depts,medicine,gastro,gme,5
www,rca,org,netcommunity,13
edu,au,pbourke,geometry,11
http,www,mobilwebben,com,7
http,www,mysteryshopagency,com,2
www,geocities,com,kell,4
www,freewebs,com,wickhamrailway,9
oral,sex,video,com,0
http,www,countingdown,com,1
res,misc,photo,html,10
http,www,pinemeadowsdesigns,com,12
edu,athletics,mensgolf,mensgo,14
www,realsexsites,com,multi,0
www,angelfire,com,nh,9
gov,rr,mss,text,1
www,molaver,org,wbbncs,14
scamecanica,com,index,html,3
com,u,basketball,college,14
http,rtg,misto,cz,7
music,society,org,uk,1
sithkitten,slashcity,net,byc,0
home,comcast,net,icuweb,10
http,www,nwp,nl,11
http,www,rcflying,net,9
www,cham,s,com,12
com,psychic,i,ching,13
newadvent,org,cathen,b,13
www,nottingham,music,society,1
cheatcc,com,psx,espnnflpt,4
http,www,rxlist,com,5
www,leia,co,uk,2
www,busty,com,bustyteens,0
www,crcwood,unimelb,edu,10
www,civilwaterengineers,co,uk,2
www,gbgm,umc,org,13
com,ps,action,jamesbond,4
http,www,dynamicnewanimation,co,1
http,www,webmd,com,5
go,com,team,id,14
www,geocities,com,timessquare,4
www,tightlatina,com,pussy,0
http,www,continentalkennelclub,com,9
http,www,nctj,com,8
anu,edu,au,htdocs,1
com,illustrators,lemair,html,1
com,technology,products,jdev,3
www,nau,edu,cline,10
kentscouts,org,uk,pageview,7
http,www,islandtime,com,9
library,csudh,edu,cdales,10
ign,com,objects,html,7
http,www,theimp,lincolnfans,14
http,www,escorts,gaylondon,0
http,www,telegraphindia,com,8
http,www,mistressmatisse,com,0
http,www,geocities,com,13
soc,soton,ac,uk,11
www,iol,ie,sec,11
www,angelfire,com,wizard,12
http,www,fetischforen,de,0
http,website,lineone,net,11
http,www,avclinic,com,5
http,www,leocad,org,3
http,www,radiologyinfo,org,5
www,le,linas,com,9
http,www,adriane,escort,0
org,access,states,ut,5
http,www,usatoday,com,11
filmtracks,com,titles,tomorrow,1
cs,ait,ac,th,11
http,kocham,republika,pl,7
pc,gamespy,com,pc,4
http,www,astro,virginia,10
com,mental,health,tc,5
forest,moscowfsl,wsu,edu,11
sac,ac,uk,mainrep,11
http,www,missourihorseshowsassociation,com,14
www,k,bridge,com,10
www,nature,com,neuro,11
com,sports,w,voll,14
dll,p,amg,amp;s,1
http,www,butterfieldtrailgolf,com,14
com,boston,music,othe,1
recipesource,com,soups,soups,6
http,www,ucop,edu,10
http,www,gruene,jugend,7
http,www,rvm,gatech,11
sao,cornell,edu,so,10
www,groundwater,org,kc,7
http,www,easytaichi,co,14
www,angymorales,estaenlared,net,7
grandmajam,com,puzzles,htm,4
http,www,nativetech,org,7
www,imdb,com,title,1
www,annieshomepage,com,fathersday,13
http,www,orewasurfclub,co,14
www,lpch,org,diseasehealthinfo,5
http,www,phelpsfarm,com,12
www,antilles,sail,com,9
gamezone,com,gzreviews,r,4
airsport,corp,com,stirling,11
http,www,snowdons,com,8
www,tv,com,vanessa,1
http,www,geocities,com,4
http,www,hlcollege,edu,10
http,www,frommwineries,com,9
com,html,chf,html,5
cham,s,com,uk,12
http,users,cybercity,dk,14
http,www,ssbinc,com,10
www,chocolate,cravings,com,12
epinions,com,auto,make,6
amlang,atc,fiction,index,1
ccat,sas,upenn,edu,13
schoolnet,co,uk,prdickens,7
http,members,tripod,com,1
com,content,hum,abab,11
http,www,adrianobozzolo,com,12
http,www,netsonic,fi,14
all,com,avs,outdoors,0
http,www,legumechef,com,6
www,msr,construction,com,2
http,www,emedicine,com,5
fullmal,hgc,jp,docs,11
http,www,zwire,com,8
http,www,jeffbuckley,com,1
www,metmuseum,org,works,10
helix,web,pt,html,11
www,gaelsport,com,html,14
http,www,geocities,com,10
http,www,tidy,co,3
abc,net,au,health,5
http,www,lewingroup,com,2
www,bio,msu,ru,10
http,www,nrich,maths,11
http,www,junctionchurch,org,13
http,www,snars,org,9
uvm,edu,xwu,kais,10
familytreemaker,genealogy,com,users,13
http,www,u,saga,4
http,www,computerhead,de,0
http,www,harlequinweb,co,12
immoralman,com,sma,absolute,0
veterans,fencing,co,uk,14
nanny,search,co,uk,6
www,sizenken,biodic,go,7
edu,learning,studio,s,10
http,www,redrocket,co,2
org,wiki,johann,strauss,7
bis,flora,php,selected,11
www,coombeabbeywoodturners,co,uk,1
www,female,domination,bizarre,0
angelfire,com,dbz,thechibidbzrpg,1
com,tuckahoe,tindex,htm,13
http,www,gpsystemes,com,2
http,www,chaletline,co,14
www,cbeinternational,org,new,13
mitedu,freeserve,co,uk,11
http,www,freewebs,com,14
http,pacific,commerce,ubc,9
http,www,apexcommunity,net,13
http,www,nancykoltesathome,com,12
http,www,downwithdarkness,netfirms,4
http,www,thetimeisright,co,5
ww,profile,asp,mem,1
http,www,btabta,com,2
http,www,math,tau,11
www,study,arabic,com,11
matthiasmedia,com,au,esv,13
com,pc,action,battlefield,7
homepage,mac,com,stonecarve,1
news,bbc,co,uk,11
http,www,geocities,com,5
www,texasmonthly,com,food,6
com,asian,teen,erotica,0
com,products,amlc,index,3
http,www,globalprinter,com,3
www,ethioworld,com,countryinformation,10
chix,com,x,a,0
http,www,metroweekly,com,8
com,console,ps,data,7
a,v,avison,c,1
sophia,smith,edu,plaid,10
http,www,dianewspears,com,13
http,www,ideasmerchant,com,3
non,spec,missteps,ch,13
com,pdf,files,tithing,13
homestead,com,boogie,html,9
nyfa,com,summer,index,9
http,www,bilkent,edu,10
http,www,dcsconsult,com,3
angelfire,com,sports,unofficialdeip,14
www,cs,berkeley,edu,9
co,jp,cc,power,7
pccoach,com,triathlon,html,14
org,gallery,beyond,be,4
http,soi,cnr,it,11
edu,perl,bioview,pl,11
ons,me,s,mes,6
http,www,e,vet,5
org,content,voice,free,13
gov,entrez,query,fcgi,5
http,www,nobarc,org,9
http,www,uk,payroll,3
http,www,moffitt,usf,5
com,music,artists,quayef,1
http,www,dcu,ie,11
http,www,snr,missouri,10
http,www,patientadvisory,co,5
http,www,all,free,0
com,index,asp,path,14
http,www,xtreme,hobby,12
http,www,beadstuff,com,12
www,intergate,com,cgadziko,0
kaboose,com,halloween,color,7
www,angelfire,com,ca,3
www,rugsnbeyond,ecrater,com,12
www,adventuremania,co,za,9
http,www,kasu,org,1
http,news,bbc,co,14
tpa,bowl,com,au,14
ac,uk,publicpolicy,introduction,11
sas,upenn,edu,humm,13
http,www,grantjones,net,13
http,xbox,gamespy,com,4
epilepsy,com,page,mycobac,5
http,digital,monsters,iespana,7
www,floralimages,co,uk,11
http,www,pbs,org,13
platts,com,nuclear,resources,13
geocities,com,heartland,acres,5
http,www,geocities,com,1
http,www,familyculture,com,7
www,findlay,phillips,com,13
hints,com,uhsweb,tos,4
www,gayelegance,com,index,0
my,girls,pens,htm,12
http,www,baby,bombers,14
http,groups,yahoo,com,4
com,modules,php,authorid,1
com,clairclublambs,index,html,2
anime,online,com,fanfic,1
http,jcsda,com,kids,7
tiscali,co,uk,mario,14
greatrecipesonline,com,dir,breakfast,6
www,telusplanet,net,public,2
http,members,tripod,com,13
graceroyals,com,mbball,mbb,14
http,www,whybuyhybrid,com,11
hot,free,sex,free,0
wingsofspirit,co,uk,doll,3
yahoo,com,group,cockcrow,9
http,www,traditionsoftao,com,12
www,linguaportuguesa,ufrn,br,11
www,washingtonpost,com,wp,8
http,www,epinions,com,4
http,www,azlionhunts,com,9
http,edgarawards,tripod,com,1
http,www,dibujosxxx,com,0
nerofumo,fumetti,files,m,0
http,www,dos,state,5
org,cathen,b,htm,13
http,lma,berkeley,edu,10
http,www,reidlandfarley,com,5
www,oakhills,edu,admissions,10
com,wblank,jethro,htm,13
canoe,ca,movies,reviews,1
www,ear,tweak,com,7
http,northrand,scouts,co,7
com,soups,soups,rec,6
http,www,liebeslaute,de,0
http,osfm,fire,ca,5
www,kahaku,go,jp,7
cedysworld,com,de,mb,7
http,www,v,mod,12
www,hereinreality,com,chemtrails,13
http,www,rosesocietyjoco,org,6
http,www,floridata,com,6
http,www,petemillar,com,1
mysterymachine,com,zemanca,index,0
http,calbears,cstv,com,14
http,www,vatican,va,13
geocities,com,ataniel,sanitreview,4
www,gamespot,com,gamecube,4
http,www,waterford,com,2
com,pc,strategy,starwarsem,4
http,www,phoebemoon,com,3
http,robbiehaf,com,recipes,6
svc,stanford,edu,doc,10
http,www,pfadfinder,org,7
http,ps,gamespy,com,7
http,www,camphawthorne,org,9
http,www,crrobs,org,9
www,all,reviews,com,1
http,www,myfishbox,com,9
http,home,wanadoo,nl,9
http,ei,cs,vt,3
http,www,rowanathletics,com,14
http,www,be,zoo,7
aata,state,az,us,6
http,www,chaffeybreeze,com,8
com,do,previewpage,cid,7
www,newsquest,co,uk,8
http,www,ugo,com,4
http,www,wnyscouting,org,9
davenue,com,index,php,4
www,comfort,org,uk,12
www,travelscotworld,co,uk,2
wikipedia,org,wiki,mesol%c,7
www,safety,council,org,6
goblackbears,cstv,com,sports,14
http,www,daawat,com,6
http,kpmcgregor,bravehost,com,13
doko,sourceforge,net,en,4
http,www,alter,ego,1
http,blackconverse,fateback,com,3
http,www,firsthobby,com,12
http,plg,uwaterloo,ca,3
http,www,atomhost,com,3
http,www,crownblueline,com,9
wikipedia,org,wiki,shine,11
http,www,goldtorchnews,com,8
http,blazers,belhaven,edu,14
uk,archaeology,staff,profile,11
www,ma,upc,es,11
fortunecity,com,oasis,rio,2
pwp,blueyonder,co,uk,1
http,www,ansnursing,com,5
vegsoc,org,nz,v,7
univie,ac,at,horst,10
home,comcast,net,modean,1
www,kentuckyliteracy,org,rr,1
angelfire,com,ar,astrosite,13
http,biz,whiz,com,3
http,www,gamespot,com,4
q,v,d,demon,3
www,cumountainlions,com,index,14
com,webhosting,hosting,php,3
http,www,checkdepot,net,6
http,www,digitalpoint,com,3
edu,mars,depts,anthro,11
ne,jp,zeus,search,0
http,phalanx,union,rpi,10
uk,hi,world,europe,7
atmospheresm,e,b,org,0
http,books,nap,edu,5
backroads,btk,index,htm,9
http,www,stampswops,com,9
http,www,ferrismastering,com,12
edu,halsall,ancient,procopi,13
www,jessiecapelli,com,jesse,0
http,www,millbreaux,com,12
http,www,bulletinnews,com,8
http,www,nyarttheatre,com,1
com,games,products,n,4
http,www,technologyindia,edu,10
students,sfu,ca,recreation,10
http,www,orangeslemons,com,6
row,g,genehackman,shtml,1
http,www,claudioricca,com,1
www,bcra,org,uk,9
http,www,rwpa,net,13
spb,ru,weeds,amaranthus,11
tripod,com,random,index,4
http,www,armchairempire,com,1
http,www,drealms,com,4
http,www,ai,mit,3
http,www,fsbme,com,2
http,pwts,sourceforge,net,3
http,andfree,com,transexualmoviearchive,0
www,jumpstation,co,uk,9
gray,area,org,pubs,3
com,factory,index,html,9
http,www,geocities,com,7
http,news,nationalgeographic,com,11
www,elmwood,on,ca,10
http,www,eckerd,edu,10
recipesource,com,main,dishes,6
http,www,salon,com,13
eti,uva,nl,bis,11
www,stalexander,on,ca,13
bibleanswers,result,php,id,13
http,www,hewitt,robins,2
www,newadvent,org,cathen,13
chetre,med,unsw,edu,10
http,floc,diku,dk,11
http,www,aiacentwa,org,1
gamebits,net,psx,apescape,4
lycos,fr,nouge,uk,9
http,www,crassh,cam,10
http,sps,nus,edu,11
inference,phy,cam,ac,14
duke,edu,amwhite,blackouts,5
ummz,umich,edu,site,11
nla,gov,au,ferg,8
http,www,gamespot,com,4
www,itvs,org,forgottenfires,13
www,angelahoy,com,book,12
www,ncsa,uiuc,edu,3
www,geocities,com,themetagrobologist,7
http,www,newadvent,org,13
www,geocities,com,sunsetstrip,1
www,high,altitude,medicine,5
familytreemaker,genealogy,com,users,13
encarta,msn,com,encyclopedia,7
http,www,hartford,edu,10
http,www,communicationqueen,com,2
www,ruralhealth,unimelb,edu,5
mhc,ab,ca,rattlers,14
ccel,schaff,npnf,xvii,13
http,www,vickidaydesigns,com,12
www,geocities,com,wonkeyzonkey,7
http,www,eaglewingpublishing,com,9
www,eturismo,com,gtrav,6
games,cheats,gbc,shtml,4
ualberta,ca,games,go,4
hawaii,edu,faculty,carr,11
http,www,microsoft,com,3
www,zwire,com,site,8
http,msn,foxsports,com,14
http,redstormsports,cstv,com,14
www,planfact,co,uk,2
wirruna,com,au,scouts,9
http,www,gardendigest,com,6
http,www,emedicinehealth,com,5
geocities,com,bpsa,canada,7
cst,ed,ac,uk,11
http,www,hanoghenne,no,0
www,emedicine,com,orthoped,5
http,www,toysrgus,com,9
http,www,wines,com,12
www,sztandary,com,graptolithoidea,11
www,adult,website,promotion,0
daawat,com,recipes,chinese,6
www,freewebs,com,ikrules,4
gamespot,com,xbox,action,7
http,www,usatoday,com,11
http,www,bmdbooks,com,12
www,scientology,org,za,13
http,www,ces,ncsu,6
geocities,com,motorcity,track,9
http,www,geocities,com,1
imdb,com,title,tt,1
http,www,collegefootballblog,org,14
http,www,swlabr,dk,0
http,www,starchefs,com,6
uk,js,robinson,fltx,1
eti,uva,nl,bis,11
http,radio,about,com,8
members,tripod,com,texashunee,6
com,gamecube,driving,driven,4
www,cheatcc,com,pc,4
http,www,gunfree,org,13
com,world,manluck,html,1
com,ps,action,spyrothedragon,4
baowww,uoregon,edu,student,10
http,www,redcardinal,catch,7
www,thetimeisright,co,uk,5
http,www,sanjuanislander,com,8
lib,uchicago,edu,e,10
www,smgknpk,melb,catholic,13
http,web,reed,edu,6
www,woywoylt,com,au,1
www,boltonhandball,org,uk,14
com,servers,eserver,zseries,3
ds,gamespy,com,nintendo,4
http,www,highlandsnews,com,8
http,www,gamefaqs,com,7
www,angelfire,com,games,4
www,emedicinehealth,com,collections,5
rightone,com,hk,index,2
groups,yahoo,com,group,6
com,news,review,f,8
emedicine,com,ped,topic,5
http,skepdic,com,mindcont,11
www,asylumnation,com,asylum,9
wave,net,upg,immigration,10
http,en,wikipedia,org,7
www,usatoday,com,life,1
www,mitedu,freeserve,co,11
http,xbox,gamespy,com,4
www,geocities,com,misterdiabolical,9
chemicalelements,com,elements,ta,11
rogerebert,suntimes,com,apps,1
http,en,wikipedia,org,14
allmusic,com,cg,amg,1
http,www,decaturdaily,com,8
com,review,list,cfm,6
www,eurogamer,net,article,4
www,edsb,org,uk,9
www,gayboysex,net,freshmanpledge,0
com,stars,nankwan,html,1
http,www,aspenridgekennels,com,9
www,plasticsurgeryaffiliates,medem,com,5
www,post,edu,programs,10
www,ksl,svc,stanford,10
state,gov,p,nea,7
http,news,bbc,co,7
http,www,albizu,edu,10
http,www,biblegateway,com,13
http,www,bridgwater,ac,10
www,recipezaar,com,r,6
uk,nature,wildfacts,factfile,7
http,www,greenbankfarm,com,9
http,www,uniben,edu,10
com,cg,avg,dll,1
http,www,herfirstlesbiansexxx,com,0
com,playstation,finding,n,7
geocities,com,athens,forum,7
www,recipesource,com,soups,6
ac,uk,default,aspx,1
http,www,geocities,com,14
www,angelfire,com,ny,2
teamxbox,com,xbox,call,4
ca,schmutz,white,html,9
gamezone,com,gzreviews,r,4
de,buecher,new,php,3
dcs,st,and,ac,11
sourceforge,net,projects,kmms,3
n,th,ps,html,4
http,www,markludak,com,1
http,www,fredlanting,org,9
http,www,tracyrpg,freeservers,4
http,www,easterncrucible,com,2
http,www,solardesign,com,2
www,al,bab,com,13
http,www,users,bigpond,13
http,www,hockings,net,9
www,anthro,uiuc,edu,10
gamespy,com,wii,wii,4
www,bcou,ca,services,10
http,www,nlp,world,11
themoscowtimes,com,indexes,html,13
http,www,eidosinteractive,com,4
http,groups,yahoo,com,0
http,www,ahlers,com,2
encarta,msn,com,encnet,13
www,btselem,org,download,13
http,www,drugs,com,5
http,www,time,com,7
www,geocities,com,dreamweavers,6
http,www,forbes,com,2
www,recipezaar,com,r,6
http,www,cactus,succulents,6
http,www,napoleonicminiatureswargame,com,4
bbc,co,uk,hi,13
mvc,sports,com,sportselect,14
http,www,hotsexsite,com,0
recipes,lowfat,index,html,6
www,grass,i,com,9
www,dar,cam,ac,10
http,www,spartacus,schoolnet,7
http,www,prairienet,org,6
one,com,cm,fact,3
http,www,pgatour,com,14
http,www,emunix,emich,11
home,oise,utoronto,ca,11
swlink,net,tudorose,b,1
www,atlantits,com,largetits,0
http,www,texascooking,com,6
www,unl,edu,finearts,1
acespilotshop,com,wx,htm,8
godutchmen,com,index,aspx,14
http,www,marriott,com,9
www,angelfire,com,pa,5
b,and,t,world,12
socsci,mcmaster,ca,econ,11
angelfire,com,anime,dbzcloud,1
net,m,c,htm,1
http,www,andelrottweilers,com,9
home,earthlink,net,filmlabrat,9
http,www,hydroports,com,11
edu,jjones,java,discrim,11
letters,help,co,uk,3
angelfire,com,ex,howcome,9
http,www,cooksrecipes,com,6
com,mld,kansascity,news,8
http,www,geocities,com,6
habmigern,info,biogas,biofuels,11
www,cooks,com,rec,6
ca,archives,naturenb,html,9
home,vicnet,net,au,9
http,cavybreeders,proboards,com,9
http,www,tommiesports,com,14
http,www,crankycritic,com,1
http,www,metdesign,com,2
http,www,geocities,com,9
com,n,sports,cybertiger,4
www,trincoll,edu,academics,10
http,gsbs,utmb,edu,5
hastingsengineering,com,engineers,htm,11
http,www,telefonsex,villa,0
http,www,mulberrychildcare,com,6
clare,yourguide,com,au,8
http,www,strategyplanet,com,4
lib,cam,ac,uk,11
http,www,aroma,tours,9
www,vrg,org,recipes,6
http,www,gamespot,com,4
www,textile,planet,com,2
